,judges_last_name,judges_first_name,law school,grad year,elect,military,ADA,APD,Prof,female,CC,SC-AJ,SC,SC-AJ & SC,start year,nycourts,ballotpedia,1976,1980,1981,1984,1985,1986,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,retired,arrested,lost-reelection,died,left,appointed-to-other-depart,contested
197,               fahey ,,syracuse,1975,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,              falvey ,,johnmarshall,1975,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1988,1.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,            fandrich ,,albany,1980,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,              farber ,,harvard,1978,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,              farkas ,,buffalo,1983,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,             farneti ,,brooklyn,1982,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,              feeney ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,             feldman ,,yale,1954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,           feldstein ,,duke,1977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1989,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,           ferdinand ,,nyu,1973,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,             ferrara ,,columbia,1971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,            figueroa ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,             firetog ,,michigan,1972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1990,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,               fisch ,,harvard,1955,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1990,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,              fisher ,,vermont,1977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,          fitzgerald ,,fordham,1966,,,,,,0.0,0.0,1.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,          fitzgibbon ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,         fitzpatrick ,,albany,1978,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,            flaherty ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,               foley ,,nyu,1983,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,               forma ,,buffalo,1964,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1985,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,              forman ,,dayton,1981,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,            franczyk ,,syracuse,1982,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,            freedman ,,nyu,1967,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1984,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
221,            freehill ,,albany,1976,,,,,,0.0,1.0,1.0,0.0,0.0,2006,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,             frehill ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,             fricano ,,unknown,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,               fried ,,brooklyn,,,,,,,0.0,0.0,1.0,0.0,0.0,1984,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
225,            friedman ,,penn,1977,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,               friia ,,pace,1979,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,             furfure ,,cornell,1978,,,,,,1.0,1.0,0.0,0.0,0.0,1997,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,            galloway ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,             garnett ,,brooklyn,1988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,             garrett ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,                gary ,,nyu,1974,,,,,,0.0,0.0,1.0,0.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,              gavrin ,,hofstra,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,             gazillo ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,            gazzillo ,,nyu,1982,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1996,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,              george ,,hofstra,1988,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2008,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,              geraci ,,dayton,1977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1998,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,              gerald ,,st.johns,1988,,,,,,1.0,0.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,              gerges ,,nyu,1964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1990,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
239,            giacobbe ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,           giaradino ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,            giardano ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,           giardiano ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,            giardino ,,albany,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1996,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,             gilbert ,,albany,1965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1985,1.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,              gionta ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,             giudice ,,nyu,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,              givens ,,buffalo,1987,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,           globerman ,,nyu,1966,,,,,,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,            goldberg ,,kent,1975,,,,,,1.0,0.0,1.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,            gonzalez ,,cuny,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,             goodman ,,brooklyn,1968,,,,,,1.0,0.0,0.0,0.0,1.0,1989,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,              gordon ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,               grady ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,           greenberg ,,columbia,1981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,           greenwood ,,syracuse,1981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,              grella ,,st.johns,1971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,             greller ,,brooklyn,1970,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2010,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,             griffin ,,st.johns,1974,,,,,,0.0,0.0,1.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,            griffith ,,toledo,1976,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1991,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,               gross ,,columbia,1970,,,,,,0.0,0.0,1.0,0.0,0.0,Unknown,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,              grosso ,,stjohns,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,              gubbay ,,nyu,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2004,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,             guidice ,,nyu,1980,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2002,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,             gulotta ,,columbia,1964,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,           haendiges ,,buffalo,1991,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,              hafner ,,novase,1977,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1998,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,                haft ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,                hall ,,newengland,1978,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2003,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,            halloran ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,             hanophy ,,stjohns,1959,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1985,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
275,              harris ,,hofstra,1989,,,,,,1.0,0.0,0.0,0.0,0.0,2014,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,              harvey ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,              hayden ,,albany,1976,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1989,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,               hayes ,,nyu,1968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,               hecht ,,bostonu,1991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,           heffernan ,,unknown,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1989,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,             herbert ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,             herrick ,,albany,1972,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,            himelein ,,suffolk,1975,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1992,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,            hinrichs ,,buffalo,1981,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,              hirsch ,,syracuse,1978,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,               hirsh ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,              holder ,,toledo,1985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,             holdman ,,fordham,1991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,              hollie ,,hofstra,1975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,             honorof ,,temple,1974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,            honoroff ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,                hoye ,,albany,1982,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2001,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,              hubert ,,bostonc,1982,,,,,,0.0,1.0,0.0,0.0,1.0,2007,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
296,              hudson ,,nyu,1984,,,,,,0.0,1.0,1.0,0.0,0.0,2000,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,           hutchings ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,           iacovetta ,,fordham,1973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1994,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,                 iii ,,unknown,,,,,,,,,,,,,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,               iliou ,,albany,1994,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2012,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,              ingram ,,st.johns,1969,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
